trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
547,False,"{'a': 0.5, 'e': 0.19330878735956722}",30,12,20.70756926116982,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.1927288609974885}",25,0,12.042629522947015,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.19215067441449604}",20,0,19.3507311852463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
550,False,"{'a': 0.5, 'e': 0.19157422239125255}",25,15,20.570078711584525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.1909994997240788}",25,2,-60.240474038838386,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
552,False,"{'a': 0.5, 'e': 0.19042650122490654}",30,15,11.593469202602838,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.18985522172123181}",20,7,21.318390044222987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.18928565605606812}",20,15,6.0537957390206225,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.1887177990878999}",20,10,-25.05081819501102,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
556,False,"{'a': 0.5, 'e': 0.1881516456906362}",25,0,-53.96748629417671,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",1
557,False,"{'a': 0.5, 'e': 0.18758719075356428}",25,5,-31.908766716216572,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
558,False,"{'a': 0.5, 'e': 0.18702442918130358}",20,13,14.982820109631957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.18646335589375967}",25,12,-36.23866080563634,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
560,False,"{'a': 0.5, 'e': 0.1859039658260784}",20,13,15.017874468607737,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.18534625392860016}",20,9,17.228188969856962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.18479021516681435}",25,20,7.610606024900534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.1842358445213139}",20,11,6.890732010348912,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.18368313698774996}",25,13,-21.57552214150846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
565,False,"{'a': 0.5, 'e': 0.1831320875767867}",20,11,14.249302467497039,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.18258269131405633}",20,12,15.116729170608226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.18203494324011416}",20,6,-19.943896775824644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
568,False,"{'a': 0.5, 'e': 0.18148883841039382}",25,5,-3.815094806635452,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
569,False,"{'a': 0.5, 'e': 0.18094437189516263}",30,23,-9.327901401429825,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.18040153877947715}",30,4,17.542304634878096,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.1798603341631387}",20,5,14.150461534179199,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.1793207531606493}",30,11,0.8686547204971533,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.17878279090116736}",25,9,12.388772995494785,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.17824644252846386}",20,13,13.182339920683575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.17771170320087848}",20,16,7.115737087124086,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.17717856809127586}",25,14,-0.6797701795892466,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.17664703238700202}",30,13,4.765515875874828,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.17611709128984102}",25,17,14.080762243213346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.1755887400159715}",20,12,-1.4046592138395153,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.1750619737959236}",20,5,16.12805829824871,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.1745367878745358}",20,0,-29.462383173702573,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
582,False,"{'a': 0.5, 'e': 0.1740131775109122}",30,9,16.776808818308627,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.17349113797837945}",30,11,-9.996285980835337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
584,False,"{'a': 0.5, 'e': 0.17297066456444432}",20,6,26.450541597593286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.172451752570751}",30,5,34.807552494528736,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.17193439731303872}",20,14,11.209219153703854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.1714185941210996}",20,12,1.8274686061880174,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.1709043383387363}",30,18,11.376891676573072,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.1703916253237201}",20,12,18.830395880106842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.16988045044774894}",20,0,15.693597451466799,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
591,False,"{'a': 0.5, 'e': 0.1693708090964057}",25,13,19.2373995053103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.1688626966691165}",25,7,28.40139583114404,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.16835610857910915}",20,11,-27.322572349334642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.16785104025337183}",20,12,8.318426726981038,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.16734748713261172}",20,15,2.4678054966731846,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.16684544467121387}",20,10,11.544238511523368,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.16634490833720023}",30,19,-10.717539685821537,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.16584587361218864}",20,6,-29.161848625550487,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
599,False,"{'a': 0.5, 'e': 0.16534833599135207}",25,8,7.717744384566964,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.164852290983378}",20,3,28.393175177020034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.16435773411042787}",20,13,13.484485553572263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.1638646609080966}",35,4,21.08917354783469,"{0: 28, 1: 2, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.1633730669253723}",20,12,14.419946368908828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.16288294772459616}",25,3,-9.711644104556802,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
605,False,"{'a': 0.5, 'e': 0.16239429888142237}",20,10,19.077254902690377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.1619071159847781}",20,8,21.585585925570978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.16142139463682378}",25,15,11.718953380070062,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.1609371304529133}",25,8,-24.656788711214986,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
609,False,"{'a': 0.5, 'e': 0.16045431906155455}",35,11,-66.7518227867636,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 2}",1
610,False,"{'a': 0.5, 'e': 0.15997295610436987}",20,14,4.506134982551776,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.15949303723605676}",20,12,5.904123177243626,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.1590145581243486}",20,7,27.155448296467984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.15853751444997555}",20,12,4.541124105685713,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.1580619019066256}",20,2,9.967120070330584,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.15758771620090573}",20,3,-24.76891676784546,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.5, 'e': 0.157114953052303}",20,0,-20.55118888835054,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
617,False,"{'a': 0.5, 'e': 0.1566436081931461}",25,7,0.6533066932450438,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.15617367736856666}",30,12,22.489381784879956,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.15570515633646095}",25,17,3.3075344367142603,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.15523804086745158}",25,14,12.010897475774053,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.15477232674484923}",20,11,17.228576784101985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.15430800976461467}",20,13,8.696801002618855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.15384508573532082}",20,13,11.72431207754704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.15338355047811486}",20,15,7.030835038814169,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.15292339982668052}",20,13,-27.846731224567126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
626,False,"{'a': 0.5, 'e': 0.15246462962720048}",25,13,19.680581202973407,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.15200723573831887}",25,5,30.115449527262555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.15155121403110391}",30,17,26.03565690213089,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.1510965603890106}",20,8,23.246207644326258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.15064327070784356}",30,16,19.219412104651777,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.15019134089572003}",20,12,14.119929644994402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.14974076687303287}",30,23,15.160958061899098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.14929154457241375}",25,17,5.221209622024007,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.14884366993869652}",20,14,12.53010559294216,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.14839713892888043}",20,13,12.48331790232201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.14795194751209378}",25,18,11.710934386071084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.1475080916695575}",25,12,19.306579811278855,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.14706556739454882}",25,0,41.149257160754296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.14662437069236517}",30,20,16.61384248100278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.14618449758028806}",20,8,23.63339922244854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.1457459440875472}",25,18,4.823281837511074,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.14530870625528455}",35,12,6.733309920219726,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.1448727801365187}",35,22,20.701690142346422,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.14443816179610913}",20,13,14.833495295036787,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.1440048473107208}",30,17,22.447823354679127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.14357283276878863}",30,24,11.308006843049515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.14314211427048226}",20,12,12.516400166620981,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.1427126879276708}",30,23,13.864572848669708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.1422845498638878}",25,7,8.491363241081022,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.14185769621429614}",25,20,9.343605210355884,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.14143212312565326}",30,18,13.713078841840815,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.1410078267562763}",20,11,4.801216527138926,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.14058480327600748}",25,13,5.479917800290326,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.14016304886617945}",20,11,14.876827618563905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.1397425597195809}",20,4,18.565184821577237,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.13932333204042216}",25,15,20.52305361324565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.1389053620443009}",25,14,19.977524767568227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.138488645958168}",20,0,29.96668569371166,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.5, 'e': 0.1380731800202935}",25,7,18.85668901695688,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.13765896048023263}",20,13,14.095475685618853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.13724598359879192}",30,18,12.37916189929458,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.13683424564799554}",25,12,26.863750289069017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.13642374291105155}",20,9,-45.43836186669236,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
664,False,"{'a': 0.5, 'e': 0.1360144716823184}",20,11,7.809681144688784,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.13560642826727143}",25,11,14.447504004760768,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.1351996089824696}",20,10,5.783341838251502,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.1347940101555222}",20,9,21.784714315635433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.13438962812505564}",20,3,8.274599123520625,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.13398645924068048}",25,17,10.936145106245894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.13358449986295842}",20,0,-50.66879151019697,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
671,False,"{'a': 0.5, 'e': 0.13318374636336955}",30,20,18.36025924330258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.13278419512427944}",20,10,6.059283908210944,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.1323858425389066}",25,11,9.868891633635654,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.13198868501128988}",35,18,33.24864037059952,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.13159271895625602}",25,14,19.37178642991131,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.13119794079938724}",20,13,-29.130538385249732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
677,False,"{'a': 0.5, 'e': 0.13080434697698906}",25,6,18.456845391691,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.1304119339360581}",20,1,7.309267898241469,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.13002069813424993}",25,13,-22.72907226454946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
680,False,"{'a': 0.5, 'e': 0.12963063603984717}",30,0,4.516074864583901,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
681,False,"{'a': 0.5, 'e': 0.12924174413172762}",25,12,12.111681939552676,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.12885401889933243}",25,13,9.230024984072106,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.12846745684263444}",20,4,15.68523394450952,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.12808205447210655}",30,10,12.733661531200024,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.12769780830869024}",20,13,17.315662636361,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.12731471488376417}",20,0,-9.33398411125238,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
687,False,"{'a': 0.5, 'e': 0.12693277073911288}",20,11,9.04744383206456,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.12655197242689553}",25,17,13.041315072608098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.12617231650961486}",20,13,14.012964554330619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.12579379956008602}",20,7,11.18847841730417,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.12541641816140575}",20,8,10.486113765345943,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.12504016890692154}",30,12,26.622091665222403,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.12466504840020078}",30,22,13.005396909023931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.12429105325500017}",20,11,13.795475341495406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.12391818009523517}",25,17,16.826091338058557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.12354642555494946}",30,19,20.008729998864425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.12317578627828461}",30,19,14.367198895233004,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.12280625891944975}",20,6,25.25043785989656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.1224378401426914}",20,10,20.52648934928676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.12207052662226334}",25,12,-17.812372259304468,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.5, 'e': 0.12170431504239655}",20,5,19.156339712681994,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.12133920209726937}",25,3,13.184089401434004,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.12097518449097756}",25,12,13.527932547376983,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.12061225893750463}",25,18,11.752115267095213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.12025042216069212}",25,14,16.715316196445155,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.11988967089421004}",25,13,14.707182249675324,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.11953000188152742}",20,16,8.329161698280844,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.11917141187588283}",30,22,12.910355978340231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.11881389764025518}",25,18,14.315277130888793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.11845745594733442}",25,18,13.7347398443571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.11810208357949242}",20,13,14.214791278916014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.11774777732875394}",20,15,10.358485323636872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.11739453399676768}",30,14,14.23492855162592,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.11704235039477738}",20,12,15.606155930541473,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.11669122334359305}",20,0,-1.8145970825011797,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
716,False,"{'a': 0.5, 'e': 0.11634114967356228}",25,16,7.329543393711858,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.1159921262245416}",25,19,11.485085008619714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.11564414984586797}",25,12,13.668641838572258,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.11529721739633036}",25,11,29.3980114728302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.11495132574414137}",25,6,10.810616077881171,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.11460647176690894}",20,7,14.260198503536541,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.11426265235160821}",20,9,11.324734796902144,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.11391986439455339}",30,20,-4.841616214860473,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.11357810480136972}",20,3,15.257875214997023,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.11323737048696561}",30,17,18.55914006945877,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.11289765837550471}",25,17,13.533779463236515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.1125589654003782}",25,14,16.66902608503367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.11222128850417706}",30,17,22.76438085875162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.11188462463866453}",20,12,5.44832568604589,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.11154897076474853}",30,0,-1.2813823669522484,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
731,False,"{'a': 0.5, 'e': 0.11121432385245428}",35,18,0.4016576245682253,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
